short_name,overall,age,height_cm,weight_kg,club_name,club_position,nationality_name,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_heading_accuracy,skill_dribbling
H. Löfkvist,62,26,186,76,Kalmar FF,SUB,Sweden,2,1,69,34,55,61,59,73,24,57,58
P. Marie,62,26,173,69,San Jose Earthquakes,SUB,France,2,1,70,45,50,61,58,58,34,37,60
J. Scally,62,18,184,80,Borussia Mönchengladbach,RB,United States,2,1,79,31,56,63,54,68,26,48,65
Y. Begraoui,62,19,178,70,Toulouse Football Club,SUB,France,2,1,79,58,52,63,21,56,66,62,65
S. Mulattieri,62,20,183,77,Crotone,SUB,Italy,2,1,68,61,59,63,38,60,63,55,64
N. Madsen,62,21,193,76,SC Heerenveen,SUB,Denmark,2,1,63,49,61,63,58,63,48,57,64
F. Winther,62,20,186,78,FC Augsburg,SUB,Denmark,2,1,58,31,50,58,62,62,26,59,54
Doo Hyun Seok,62,25,169,65,GwangJu FC,RES,Korea Republic,3,1,82,58,51,65,19,57,58,54,63
C. Parano,62,21,178,68,FC Paços de Ferreira,SUB,Argentina,3,1,66,53,59,66,35,45,49,45,69
César Gelabert,62,20,182,73,CD Mirandés,SUB,Spain,3,1,66,58,54,64,34,56,66,32,67
J. Bursztyn,62,23,186,85,Pogoń Szczecin,SUB,Poland,1,1,,,,,,,6,10,13
M. Breunig,62,20,193,80,FC Würzburger Kickers,SUB,Germany,2,1,66,61,45,63,22,65,66,61,64
W. Długosz,62,21,182,64,Raków Częstochowa,SUB,Poland,2,1,80,52,57,60,51,60,55,39,59
F. Chabrolle,62,23,171,65,AC Ajaccio,SUB,France,3,1,56,57,63,66,31,48,54,38,65
R. Crichlow,62,22,184,72,Swindon Town,LCB,England,2,1,65,34,41,52,63,64,34,60,55
S. High,62,20,177,65,Huddersfield Town,SUB,England,2,1,67,53,62,65,54,57,54,48,63
C. Krempicki,62,26,178,78,1. FC Magdeburg,LCM,Germany,3,1,63,54,57,62,57,68,54,44,60
A. Abdellaoui,62,28,183,73,Ettifaq FC,SUB,Algeria,2,1,65,34,51,53,62,65,25,57,47
M. Drammeh,62,22,188,75,Vejle Boldklub,SUB,France,2,1,56,33,56,55,60,67,21,61,53
D. Philipp,62,21,180,72,Viktoria Köln,SUB,Germany,3,1,77,60,57,67,39,53,59,40,66
L. Schneider,62,21,184,77,FC Würzburger Kickers,RB,Germany,2,1,71,40,55,61,60,65,34,48,60
A. Xhemajli,62,23,190,81,Sunderland,SUB,Kosovo,2,1,50,26,33,37,63,67,22,72,32
D. Mellor,62,20,180,75,Salford City,SUB,England,2,1,72,59,53,61,41,64,60,59,62
N. Plume,62,24,187,78,TSV Havelse,SUB,Germany,2,1,60,50,55,53,61,69,53,61,48
Hong Hyeon Seok,62,22,177,68,LASK Linz,RCM,Korea Republic,2,1,66,51,63,64,59,63,41,47,62
A. Bakir,62,20,179,71,MSV Duisburg,CAM,Germany,3,1,73,53,60,69,31,58,55,43,69
R. Lamie,62,28,188,85,Motherwell,LCB,Scotland,2,1,54,29,50,57,60,73,22,67,57
D. Bielica,62,22,191,80,Górnik Zabrze,SUB,Poland,1,1,,,,,,,9,11,6
F. Faist,62,32,184,76,TSV Egger Glas Hartberg,RES,Austria,1,1,,,,,,,7,11,7
J. Krahl,62,21,194,90,FC Viktoria 1889 Berlin,SUB,Germany,1,1,,,,,,,8,14,8
K. Jacobs,62,31,173,69,Livingston FC,SUB,South Africa,2,1,53,52,63,63,58,56,46,49,59
C. Antwi,62,21,169,68,FC Nordsjælland,SUB,Ghana,3,1,84,40,53,62,55,62,38,55,57
N. Quindt,62,24,184,75,TSV Havelse,GK,Germany,1,1,,,,,,,7,11,11
D. Gąska,62,24,176,65,Górnik Łęczna,LF,Poland,2,1,67,53,60,65,48,57,52,45,63
K. Kaïboué,62,22,182,65,SC Bastia,SUB,France,2,1,66,52,59,58,59,55,49,59,55
M. Baldisimo,62,21,168,74,Vancouver Whitecaps FC,CDM,Canada,2,1,54,43,64,61,58,53,31,47,55
M. Choinière,62,22,175,68,Club de Foot Montréal,LWB,Canada,3,1,66,52,59,66,55,39,50,34,66
E. Masciangelo,62,24,177,69,Benevento,RES,Italy,2,1,73,39,47,62,60,57,35,46,63
D. Bumberger,62,22,185,75,SC Rheindorf Altach,RES,Austria,2,1,63,27,42,47,62,66,21,60,36
M. Żyro,62,22,188,83,PGE FKS Stal Mielec,SUB,Poland,2,1,60,34,38,40,61,72,36,59,22
L. Schöfl,62,20,177,72,RZ Pellets Wolfsberger AC,SUB,Austria,2,1,71,48,60,64,57,63,46,62,62
M. Haas,62,25,180,76,VfL Osnabrück,SUB,Austria,2,1,70,48,54,60,59,62,46,60,57
B. Lederman,62,21,182,75,Raków Częstochowa,RES,United States,3,1,76,57,61,66,50,65,56,46,64
Duan Liuyu,62,22,176,73,Shandong Taishan,SUB,China PR,3,1,75,54,63,62,40,58,54,48,63
Zhu Chenjie,62,20,185,78,Shanghai Shenhua FC,RES,China PR,2,1,72,36,47,54,60,74,30,61,48
K. Bucker,62,25,198,86,Heracles Almelo,SUB,Netherlands,1,1,,,,,,,5,10,13
L. Racic,62,22,187,74,Brentford,RES,Denmark,2,1,59,26,39,51,62,65,22,63,47
T. Prica,62,19,183,75,Aalborg BK,SUB,Sweden,3,1,72,64,53,63,21,70,66,48,62
M. Grabowski,62,21,177,65,Bruk-Bet Termalica Nieciecza,RES,Poland,2,1,79,32,51,60,58,60,29,44,60
N. Wood,62,19,188,75,Hibernian,RES,England,2,1,76,24,39,46,62,65,19,58,40
A. Thapa,62,23,169,60,Chennaiyin FC,LDM,India,3,1,69,52,62,65,54,64,52,41,61
R. Uldriķis,62,23,198,92,SC Cambuur,SUB,Latvia,2,1,39,62,51,55,33,78,63,75,57
J. Žambůrek,62,20,175,61,Brentford,RES,Czech Republic,2,1,62,46,60,65,41,51,48,25,63
A. Al Meqran,62,24,179,71,Al Raed,LW,Saudi Arabia,2,1,67,59,57,65,32,61,62,57,62
A. Hindi,62,24,184,65,Al Ahli,SUB,Saudi Arabia,2,1,69,22,42,50,61,69,18,64,45
A. Hassoun,62,24,178,70,Al Ahli,RB,Saudi Arabia,2,1,75,40,51,57,56,69,39,50,55
H. Yamada,62,21,183,76,Cerezo Osaka,SUB,Japan,2,1,69,59,56,58,26,65,62,67,58
S. Machino,62,21,185,77,Shonan Bellmare,RS,Japan,2,1,65,62,54,55,26,67,63,60,50
Y. Tolosa,62,22,170,68,Deportivo Cali,SUB,Colombia,3,1,69,47,60,64,29,51,47,30,64
D. Rosales,62,23,170,70,Deportivo Toluca,SUB,Mexico,2,1,67,36,53,57,60,49,32,52,54
Y. Ohashi,62,24,180,74,Shonan Bellmare,SUB,Japan,2,1,66,61,49,62,36,71,63,60,67
I. Hutchinson,62,21,178,70,Derby County,SUB,England,3,1,72,62,60,67,53,57,63,44,67
J. Bennett,62,19,180,75,Crewe Alexandra,SUB,England,3,1,76,59,55,63,32,43,60,48,65
H. White,62,19,178,70,Tottenham Hotspur,RES,England,3,1,69,56,65,64,57,56,51,52,61
Kim Dong Hyun,62,24,182,72,Gangwon FC,SUB,Korea Republic,3,1,66,47,57,61,53,70,44,40,58
L. Matheson,62,18,168,62,Wolverhampton Wanderers,RES,England,3,1,76,36,53,61,55,53,31,45,57
C. Mamengi,62,20,182,78,FC Utrecht,RES,Netherlands,2,1,72,35,47,53,60,69,28,62,47
K. Ramsay,62,20,184,66,Crewe Alexandra,RB,England,2,1,74,33,45,59,59,63,29,58,62
M. Hermansen,62,20,185,81,Brøndby IF,GK,Denmark,1,1,,,,,,,9,11,17
J. Lankester,62,21,178,65,Cambridge United,SUB,England,3,1,74,59,58,63,43,57,61,47,62
N. Fukumori,62,28,183,79,Vegalta Sendai,LCB,Japan,2,1,65,42,47,48,61,73,40,62,50
M. Siby,62,24,191,84,RC Strasbourg Alsace,SUB,France,2,1,51,41,53,54,58,76,32,63,52
L. Corbu,62,27,174,68,AFC Chindia Târgoviște,SUB,Romania,2,1,74,35,50,56,57,65,27,48,50
M. Coyle,62,24,178,68,Finn Harps,RDM,Republic of Ireland,2,1,70,36,54,60,57,66,33,34,55
S. Mackie,62,22,173,69,Hibernian,RES,Scotland,2,1,75,40,56,63,55,72,31,50,63
R. Hove,62,25,195,83,SK Brann,SUB,Norway,2,1,66,32,50,49,60,72,30,68,48
Álex Pachón,62,20,185,80,Unión Deportiva Las Palmas,RES,Spain,2,1,70,61,45,58,19,63,60,62,55
T. Cissokho,62,21,200,88,US Quevilly Rouen Métropole,LCB,France,2,1,50,33,35,39,63,73,29,63,36
T. Nakamura,62,20,179,70,FC Tokyo,SUB,Japan,2,1,66,31,57,60,55,66,23,45,57
N. Mickelson,62,21,185,80,Odense Boldklub,SUB,Norway,3,1,77,33,46,60,57,67,28,53,60
A. Riccardi,62,20,178,68,Roma,RES,Italy,2,1,60,55,59,63,51,52,50,53,62
Ruan Teles,62,23,172,67,Campionii FC Arges,SUB,Brazil,3,1,76,62,59,67,30,47,59,56,67
F. Nmecha,62,20,185,77,VfL Wolfsburg,SUB,England,4,1,73,54,61,63,45,59,49,54,63
F. Sjølstad,62,27,187,78,Molde FK,RES,Norway,2,1,70,41,56,60,58,67,28,50,60
R. Astley,62,19,184,70,Everton,RES,Wales,2,1,51,34,52,49,64,55,29,65,44
D. Drysdale,62,21,196,76,Coventry City,RES,England,2,1,69,27,46,49,61,72,22,57,44
L. Scales,62,22,193,86,Celtic,RES,Republic of Ireland,2,1,57,29,53,59,61,69,24,58,61
H. Mashiane,62,23,175,71,Kaizer Chiefs,LB,South Africa,2,1,72,34,55,63,57,60,32,41,66
K. Hodžić,62,26,179,71,Mjällby AIF,LWB,Sweden,2,1,61,32,54,59,58,56,31,44,57
S. Pedroza,62,22,176,69,Club Independiente Santa Fe,LCM,Colombia,2,1,71,43,61,63,56,59,35,36,61
Euclides Cabral,62,22,178,68,FC St. Gallen 1879,SUB,Portugal,2,1,80,43,50,61,58,61,51,53,62
A. Mikkelsen,62,20,167,65,Tromsø IL,RS,Norway,3,1,77,45,57,68,28,49,45,30,67
R. Cabrera,62,32,187,79,Club Atlético Nacional Potosí,LCB,Uruguay,2,1,45,35,37,37,62,72,34,59,34
D. Politic,62,21,179,77,Port Vale,SUB,Romania,3,1,79,58,56,65,30,60,55,42,65
A. Glennon,62,21,181,72,Burnley,RES,England,2,1,70,48,53,61,57,61,45,53,59
V. Gembalies,62,21,187,87,MSV Duisburg,SUB,Germany,2,1,73,27,41,47,59,78,27,51,43
L. Carnot,62,20,181,73,En Avant de Guingamp,SUB,France,2,1,65,53,64,62,51,63,52,53,61
J. Nisbet,62,22,158,58,Central Coast Mariners,RM,Australia,2,1,71,42,60,66,52,51,42,48,64
A. Rowe,62,20,180,70,Huddersfield Town,RES,England,4,1,78,53,57,66,29,48,50,37,68
B. Nieto,62,23,176,70,CD Antofagasta,RB,Chile,2,1,77,44,58,62,54,62,41,58,59
J. Vargas,62,25,173,68,Club Deportivo Jorge Wilstermann,SUB,Bolivia,2,1,65,36,53,59,59,58,31,56,55
A. Bălan,62,31,185,81,Rapid București,ST,Romania,2,1,54,62,47,62,45,75,62,70,62
A. Dobrosavlevici,62,26,185,80,FC Farul Constanța,SUB,Romania,2,1,54,27,34,35,61,71,23,64,23
S. Bușu,62,31,176,73,FC U Craiova 1948,SUB,Romania,2,1,65,36,53,59,56,64,32,53,58
Relu,62,23,183,74,Levante Unión Deportiva,RES,Spain,2,1,53,46,59,56,61,59,45,57,55
A. Burlacu,62,24,186,76,FCSB (Steaua),RES,Romania,2,1,77,60,57,60,26,57,60,59,60
A. Rațiu,62,23,183,72,SD Huesca,SUB,Romania,2,1,65,54,59,65,59,58,50,60,68
T. Hasal,62,21,193,86,Vancouver Whitecaps FC,SUB,Canada,1,1,,,,,,,7,14,8
O. Perianu,62,19,180,73,FCSB (Steaua),SUB,Romania,2,1,72,51,51,62,59,68,49,54,59
T. Anjorin,62,19,186,74,FC Lokomotiv Moscow,SUB,England,3,1,69,57,60,62,44,62,58,52,62
D. Ramaj,62,19,186,80,Eintracht Frankfurt,SUB,Germany,1,1,,,,,,,7,11,12
B. Doukansy,62,21,188,67,Chamois Niortais Football Club,LDM,France,2,1,53,39,56,61,58,66,38,58,60
G. Ahadme,62,20,188,76,Portsmouth,CAM,Morocco,3,1,62,60,50,62,30,65,63,66,61
S. Straudi,62,22,176,73,SV Werder Bremen,RES,Italy,3,1,70,51,58,64,56,53,51,43,64
T. Fayulu,62,21,192,84,FC Sion,GK,Switzerland,1,1,,,,,,,6,14,5
B. Jackson,62,20,178,73,Huddersfield Town,RES,England,2,1,79,35,49,59,59,58,33,52,62
L. Watson,62,19,176,60,Derby County,SUB,Republic of Ireland,3,1,66,49,60,67,41,45,50,44,66
F. Alves,62,21,189,78,Sunderland,SUB,Denmark,2,1,52,30,40,47,62,70,25,63,44
I. Popescu,62,27,188,80,CS Mioveni,SUB,Romania,1,1,,,,,,,8,12,8
D. Dumitrascu,62,26,182,76,Campionii FC Arges,LM,Romania,2,1,73,55,65,56,58,68,52,59,49
A. Mihaiu,62,22,179,74,FC Dinamo 1948 Bucureşti,SUB,Romania,3,1,76,55,56,62,21,54,57,35,60
C. Cherchez,62,30,183,65,AFC Chindia Târgoviște,SUB,Romania,3,1,69,63,57,62,32,58,60,60,60
C. Dumitru,62,19,173,70,Campionii FC Arges,SUB,Romania,3,1,70,59,58,62,40,54,59,48,62
E. Peña Zauner,62,21,177,68,Eintracht Braunschweig,LM,Venezuela,3,1,76,55,62,66,33,50,57,39,66
B. Barbu,62,29,178,74,Rapid București,SUB,Romania,3,1,56,61,62,62,51,70,61,54,61
A. Buziuc,62,27,175,76,CS Mioveni,RW,Romania,3,1,72,57,57,61,37,64,62,57,63
S. Kavrazlı,62,19,178,70,Trabzonspor,RES,Turkey,2,1,66,63,50,61,21,53,63,62,62
T. Savin,62,20,194,80,Accrington Stanley,SUB,England,1,1,,,,,,,11,13,11
K. Dlamini,62,25,173,67,Orlando Pirates,SUB,South Africa,2,1,73,59,57,63,24,48,58,29,66
L. Dehl,62,19,179,76,1. FC Union Berlin,SUB,Germany,2,1,61,56,59,64,44,54,60,47,64
A. Lungwitz,62,20,175,71,FC Würzburger Kickers,SUB,Germany,2,1,66,38,48,56,60,61,35,48,54
N. Galle,62,22,186,79,1. FC Saarbrücken,LB,Germany,2,1,76,48,54,60,55,67,48,42,61
J. Martin,62,19,177,70,Milton Keynes Dons,SUB,England,3,1,74,54,59,63,38,45,50,30,65
F. Bainović,62,25,178,76,Górnik Zabrze,SUB,Serbia,2,1,58,43,57,55,58,68,36,43,53
P. Krawczyk,62,26,187,78,Górnik Zabrze,LS,Poland,2,1,65,59,45,59,21,60,61,59,58
K. Skibicki,62,19,175,66,Legia Warszawa,RM,Poland,2,1,83,51,58,60,48,49,55,33,57
J. Taylor,62,22,178,77,Port Vale,SUB,England,2,1,71,58,60,64,55,63,57,46,62
C. Kinsombi,62,21,177,70,SV Sandhausen,SUB,Germany,3,1,82,42,56,65,31,58,43,35,66
B. Bida,62,20,175,66,Jagiellonia Białystok,RES,Poland,3,1,83,62,54,60,21,55,67,48,57
M. Abubakari,62,21,184,82,Malmö FF,SUB,Ghana,2,1,68,61,44,58,23,79,66,68,57
N. Huggins,62,20,174,66,Sunderland,SUB,Wales,2,1,79,54,55,62,53,56,55,49,59
P. Osew,62,20,168,68,AFC Wimbledon,SUB,England,3,1,83,49,53,62,55,59,45,47,58
J. Eccles,62,21,181,66,Coventry City,SUB,England,2,1,72,46,60,62,57,65,44,54,58
Jeremy,62,21,175,73,CD Tenerife,RES,Spain,3,1,76,46,51,58,57,62,41,51,55
T. Taylor,62,20,185,80,Burton Albion,SUB,Wales,2,1,63,48,57,59,60,64,47,55,57
Irazábal,62,24,187,75,SD Amorebieta,LCB,Spain,2,1,59,38,52,56,60,68,34,71,53
J. Machado,62,39,185,84,AC Mineros de Guayana,RB,Venezuela,2,1,60,27,39,35,64,66,28,72,22
D. Solomons,62,22,182,71,Varbergs BoIS FC,SUB,South Africa,2,1,70,31,39,46,65,62,26,56,37
F. Honda,62,20,170,64,Sagan Tosu,SUB,Japan,2,1,65,47,61,62,47,55,45,36,60
J. Cabal,62,20,185,77,Atlético Nacional,SUB,Colombia,2,1,75,30,45,58,59,61,32,62,56
R. Neciu,62,22,173,70,FC Botoşani,SUB,Romania,2,1,77,37,51,58,58,58,32,48,58
F. Ángel,62,20,172,63,Junior FC,SUB,Colombia,2,1,60,57,57,61,64,48,61,55,65
M. Woledzi,62,19,187,79,FC Nordsjælland,SUB,Ghana,2,1,68,35,49,52,59,70,28,57,47
F. Heister,62,24,179,75,Viktoria Köln,RM,Germany,2,1,88,52,58,66,52,61,51,44,65
Rúben Ramos,62,22,190,70,Moreirense FC,RES,Portugal,2,1,54,42,53,56,63,66,32,63,54
D. Segbe Azankpo,62,28,180,70,USL Dunkerque,RS,Benin,2,1,76,59,45,58,27,74,61,63,58
L. Clarkson,62,19,175,66,Blackburn Rovers,SUB,England,2,1,67,47,63,66,55,52,44,48,65
D. Szelągowski,62,18,176,70,Raków Częstochowa,LF,Poland,3,1,81,54,54,67,18,57,54,53,67
Park Dae Won,62,23,178,76,Suwon Samsung Bluewings,RES,Korea Republic,3,1,72,46,58,60,61,67,35,54,57
Kim Ju Kong,62,25,180,73,GwangJu FC,LW,Korea Republic,2,1,69,60,55,64,33,63,62,56,63
A. Méndez,62,20,178,70,FC Vizela,RES,United States,2,1,61,46,66,64,44,50,42,52,63
S. Șerban,62,21,179,64,FCSB (Steaua),LB,Romania,2,1,83,43,50,54,58,65,42,49,49
J. Burroughs,62,20,188,80,Ross County FC,SUB,Scotland,2,1,76,48,58,59,57,66,43,48,60
S. Abdullah,62,22,189,72,Al Ain FC,SUB,United Arab Emirates,2,1,74,30,50,57,57,64,27,56,58
Matchoi Djaló,62,18,175,68,FC Paços de Ferreira,RES,Portugal,3,1,85,51,57,65,33,46,50,39,62
A. Ibrahim,62,23,171,65,FC Paços de Ferreira,RES,Nigeria,2,1,68,45,55,60,61,56,40,56,58
K. Smoliński,62,20,174,62,Pogoń Szczecin,SUB,Poland,3,1,64,52,60,64,58,60,54,51,63
M. Żurawski,62,20,184,77,Pogoń Szczecin,SUB,Poland,3,1,71,52,60,62,48,65,54,49,60
J. Sylvestre-Brac,62,22,185,75,Grenoble Foot 38,SUB,France,2,1,59,33,52,51,60,67,25,55,52
J. Kadiri,62,21,182,78,Strømsgodset IF,SUB,Nigeria,2,1,76,62,38,54,21,66,68,61,48
R. Sila,62,23,185,78,FC Botoşani,ST,France,3,1,73,61,53,62,27,60,61,54,63
D. Devoy,62,19,177,66,Bohemian FC,LDM,Republic of Ireland,2,1,63,51,61,65,47,58,49,42,65
A. Álvarez,62,21,175,65,Godoy Cruz,RES,Argentina,2,1,73,38,50,63,57,55,37,53,63
Carreira,62,20,170,67,CD Mirandés,SUB,Spain,3,1,58,26,48,54,63,43,23,58,48
Tòfol Montiel,62,21,178,64,Fiorentina,RES,Spain,4,1,67,58,58,67,39,48,54,40,68
A. Sher,62,18,175,65,Spezia,SUB,Sweden,3,1,67,45,58,68,50,58,41,36,66
R. Devine,62,19,185,70,St. Johnstone FC,SUB,England,2,1,70,40,55,60,60,63,36,56,63
F. Hernandez,62,23,170,61,Sporting Kansas City,SUB,United States,2,1,69,58,59,63,53,58,57,39,60
D. Velimirovic,62,20,186,75,SK Rapid Wien,RES,Austria,2,1,56,53,52,66,58,69,52,45,66
F. Mina,62,22,175,70,Club Social y Deportivo Macará,SUB,Ecuador,2,1,84,49,54,62,45,53,50,40,63
L. van der Gaag,62,19,190,67,Belenenses SAD,RES,Netherlands,2,1,34,30,41,45,63,64,24,69,38
C. Ibañez,62,21,179,75,Club Atlético Huracán,RES,Argentina,2,1,69,27,48,56,59,64,24,47,61
V. Jaroš,62,19,190,74,St. Patrick's Athletic,GK,Czech Republic,1,1,,,,,,,11,11,15
F. de Keijzer,62,21,193,83,FC Utrecht,SUB,Netherlands,1,1,,,,,,,9,13,9
M. Azeez,62,18,180,75,Portsmouth,SUB,England,3,1,71,54,64,64,40,56,50,55,67
M. Højholt,62,20,182,65,Aalborg BK,LCM,Denmark,2,1,62,44,56,65,60,67,41,46,63
M. Ibrahimoglu,62,20,175,66,Heracles Almelo,RES,Turkey,2,1,70,51,59,68,45,55,51,41,68
M. Velásquez,62,22,175,66,Sport Huancayo,SUB,Peru,2,1,64,56,59,68,41,46,51,33,70
J. Rioja,62,33,178,78,Club Atlético Nacional Potosí,SUB,Bolivia,2,1,49,31,42,46,60,72,31,55,32
P. Galindo,62,26,180,75,Club Always Ready,SUB,Bolivia,1,1,,,,,,,17,15,21
K. Okuno,62,21,174,63,Gamba Osaka,SUB,Japan,2,1,67,52,59,64,60,59,53,56,62
C. Noß,62,20,181,72,Borussia Mönchengladbach,RES,Republic of Ireland,2,1,71,53,58,72,31,44,53,42,74
D. Zalzman,62,25,173,70,Deportivo Táchira FC,SUB,Venezuela,2,1,67,61,62,63,50,57,63,51,62
C. Varela,62,21,189,73,Deportivo Táchira FC,GK,Venezuela,1,1,,,,,,,13,11,4
O. Zapata,62,31,186,82,Aragua Fútbol Club,RCB,Colombia,2,1,51,36,46,44,59,74,35,57,36
P. Álvarez,62,20,172,67,Aragua Fútbol Club,SUB,Venezuela,3,1,71,31,52,50,54,68,29,34,35
M. Ferreira,62,29,179,76,Cerro Largo Fútbol Club,LB,Uruguay,2,1,70,45,53,56,57,67,39,55,51
M. Amissi,62,20,173,70,Heracles Almelo,SUB,Burundi,3,1,88,60,50,67,28,45,69,43,67
S. Robertson,62,19,172,64,Crewe Alexandra,SUB,Scotland,2,1,72,45,60,66,57,59,47,38,64
A. Valério,62,21,185,75,Nîmes Olympique,SUB,France,3,1,63,50,61,65,56,60,46,55,65
F. Casanova,62,24,193,78,Centro Atlético Fénix,SUB,Uruguay,1,1,,,,,,,7,14,8
T. Doyle,62,19,172,72,Hamburger SV,SUB,England,2,1,63,55,65,65,55,62,52,50,62
R. Mina,62,21,184,84,Sociedad Deportiva Aucas,RB,Ecuador,2,1,66,37,53,52,60,65,36,59,39
E. Anderson,62,18,175,63,Newcastle United,RES,Scotland,2,1,66,62,59,65,35,49,63,40,66
S. Theler,62,20,175,75,FC Sion,SUB,Switzerland,2,1,69,38,53,60,58,65,37,57,59
J. Nilsson,62,26,180,75,Mjällby AIF,RWB,Sweden,2,1,66,49,57,59,54,59,52,33,58
G. Olguín,62,26,184,85,Club Atlético Palmaflor,LCB,Bolivia,2,1,50,30,39,41,63,70,29,64,36
A. Fofana,62,21,170,63,Dijon FCO,SUB,Côte d'Ivoire,3,1,84,47,55,63,53,54,48,47,60
S. Sebulonsen,62,21,181,78,Viking FK,RB,Norway,2,1,71,55,56,61,56,68,56,61,60
N. Boushal,62,21,175,68,Al Fateh,RB,Saudi Arabia,2,1,75,33,47,56,58,71,24,43,55
F. Parra,62,29,168,79,Guaireña FC,SUB,Paraguay,2,1,61,53,56,63,54,61,59,45,62
M. Arzamendia,62,23,190,87,Club Olimpia,SUB,Paraguay,1,1,,,,,,,6,9,11
J. Argüello,62,29,178,72,Club Nacional,SUB,Paraguay,3,1,73,48,59,56,34,57,55,36,53
K. Bangunagande,62,19,174,74,FC Tokyo,SUB,Japan,2,1,81,36,57,62,56,70,24,54,64
S. Yoshida,62,24,184,83,Oita Trinita,RES,Japan,1,1,,,,,,,4,13,6
M. Palomino,62,20,178,67,Houston Dynamo,SUB,United States,3,1,62,52,58,69,33,44,50,33,68
Seol Young Woo,62,22,180,72,Ulsan Hyundai FC,SUB,Korea Republic,3,1,73,44,55,63,55,64,36,37,62
A. Barboza,62,26,179,79,Centro Atlético Fénix,RCB,Uruguay,2,1,49,35,51,48,64,70,35,53,41
S. Müller,62,20,180,74,Eintracht Braunschweig,SUB,Germany,2,1,74,58,49,68,17,54,61,56,69
W. Álvarez,62,25,184,75,Club Deportivo Guabirá,SUB,Bolivia,2,1,63,61,45,60,24,63,65,70,61
Tomás Castro,62,22,181,74,Belenenses SAD,RES,Portugal,3,1,63,58,63,64,39,48,55,35,63
J. Rivas,62,18,171,68,Club Universidad Nacional,RES,Mexico,2,1,68,32,42,56,62,48,35,46,59
A. Hernández,62,28,171,65,Aragua Fútbol Club,RES,Venezuela,2,1,51,48,53,60,62,57,51,48,61
A. Morris,62,19,178,72,Columbus Crew,RES,United States,2,1,70,50,53,60,61,70,49,49,58
N. Nkounkou,62,20,180,78,Standard de Liège,RES,France,3,1,80,41,52,61,54,66,38,50,63
M. Hosoya,62,19,177,69,Kashiwa Reysol,SUB,Japan,2,1,75,61,42,64,28,52,66,67,63
M. Bakker,62,20,188,83,AZ Alkmaar,SUB,Netherlands,1,1,,,,,,,9,15,12
E. Sierra,62,19,170,63,Heracles Almelo,RES,Belgium,2,1,67,54,57,67,49,40,52,38,64
J. Sosa,62,19,183,73,Club Atlético Rentistas,LCB,Uruguay,2,1,56,28,52,56,63,67,25,57,61
B. Díaz,62,22,187,83,Club Tijuana,RES,United States,1,1,,,,,,,7,15,11
Mario Rodríguez,62,24,176,65,Warta Poznań,SUB,Spain,3,1,75,53,55,65,22,51,54,32,66
D. Seger,62,21,179,71,Örebro SK,LM,Sweden,3,1,70,55,59,62,40,53,58,33,61
I. Mesík,62,20,186,75,Stabæk Fotball,SUB,Slovakia,2,1,65,41,59,60,61,68,35,60,57
C. Riveros,62,22,182,80,Club Nacional,SUB,Paraguay,1,1,,,,,,,8,15,10
J. Cruz,62,21,184,71,Club Atlético Banfield,SUB,Argentina,2,1,61,63,42,57,27,62,67,65,57
M. Navarro,62,22,173,66,Chicago Fire Football Club,SUB,Venezuela,2,1,70,31,51,61,57,51,29,43,61
D. Sandy,62,19,184,77,Club Deportivo Jorge Wilstermann,SUB,Bolivia,1,1,,,,,,,6,13,15
J. Mamani,62,20,170,65,Club Always Ready,RES,Bolivia,3,1,66,49,56,57,63,47,50,50,56
T. Takamine,62,23,177,74,Hokkaido Consadole Sapporo,SUB,Japan,2,1,59,54,59,63,58,67,46,45,62
R. Yasunaga,62,20,177,72,Yokohama FC,SUB,Japan,2,1,70,44,61,66,55,68,49,50,66
A. Athanasakopoulos,62,19,178,67,Panathinaikos FC,RES,Greece,2,1,66,55,63,67,34,45,51,46,66
J. Birkfeldt,62,25,183,79,Varbergs BoIS FC,SUB,Sweden,2,1,63,28,41,45,61,68,24,62,39
J. Rodríguez,62,22,180,63,CS Emelec,SUB,Ecuador,2,1,74,53,56,62,57,56,57,41,62
K. Tachi,62,23,173,73,Shonan Bellmare,RCB,Japan,2,1,71,27,48,54,61,65,22,53,49
Y. Murillo,62,23,190,83,Club Nacional,SUB,Venezuela,2,1,73,59,45,59,36,65,60,62,62
G. Thomason,62,20,177,69,Bolton Wanderers,SUB,England,2,1,68,50,59,62,56,59,48,41,59
N. Gorzel,62,22,175,73,Türkgücü München,RES,Germany,2,1,67,32,54,54,60,66,26,52,46
J. Waterman,62,25,188,75,Club de Foot Montréal,SUB,Canada,2,1,43,25,50,45,61,69,20,62,40
Miguel Berry,62,23,190,82,Columbus Crew,SUB,Spain,2,1,65,61,45,61,27,68,65,62,64
Carrasco,62,23,171,61,Cádiz CF,RES,Spain,2,1,69,38,53,63,58,55,34,48,66
M. Correa,62,21,187,87,Club Atlético Peñarol,SUB,Uruguay,1,1,,,,,,,8,15,9
M. Nuñez,62,21,173,73,Universidad Católica,SUB,Chile,2,1,63,54,61,65,48,56,55,36,64
J. Pulskamp,62,20,188,86,Sporting Kansas City,SUB,United States,1,1,,,,,,,9,10,8
S. Renel,62,19,183,71,Chamois Niortais Football Club,CAM,France,2,1,75,56,61,65,38,49,51,40,67
